Monitors Values History,,,,,,,,,,,,,,,,,
Date:,,,03 Jul 2022 00:01 - 04 Jul 2022 00:05,,,,,,,,,,,,,,
Tabular Name:,,,,monPREC10,,,,,,,,,,,,,
Time Interval:,,1 m First in Interval,,,,,,,,,,,,,,,
Base Time Interval:,,1 m,,,,,,,,,,,,,,,
,,,,,,,,,,,Print Date:,,,04 July 2022 00:05,,,
Date,,,,RH,RH_2,T 2m,T Soil Temp,T Soil Volume,T Soil Permitivity,TScon,,TC_2,Co2,,,Light,Light_2
,,,,,,,,,,,,,,,,,
03/Jul/2022 00:00,,,,67,65.4,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,18.1,0.7
03/Jul/2022 00:01,,,,68,65.4,23.1,24.2,31.5,18.1,0.4,,23.7,302.0,,,9.1,4.4
03/Jul/2022 00:02,,,,67,65.4,23.1,24.2,31.5,18.1,0.4,,23.7,301.9,,,29.1,0.3
03/Jul/2022 00:03,,,,68,65.3,23.1,24.2,31.5,18.1,0.4,,23.8,301.9,,,20.3,1.4
03/Jul/2022 00:04,,,,67,65.3,23.1,24.2,31.5,18.1,0.4,,23.7,302.0,,,30.7,8.5
03/Jul/2022 00:05,,,,67,65.3,23.1,24.2,31.5,18.1,0.4,,23.6,302.1,,,22.6,6.9
03/Jul/2022 00:06,,,,67,65.2,23.1,24.2,31.5,18.1,0.4,,23.7,302.0,,,15.3,-1.7
03/Jul/2022 00:07,,,,68,65.1,23.1,24.2,31.5,18.1,0.4,,23.7,302.0,,,20.1,-5.6
03/Jul/2022 00:08,,,,68,65.0,23.1,24.2,31.5,18.1,0.4,,23.6,302.0,,,2.9,-11.8
03/Jul/2022 00:09,,,,69,65.0,23.1,24.2,31.5,18.1,0.4,,23.7,302.2,,,13.1,7.9
03/Jul/2022 00:10,,,,69,64.9,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,19.3,0.6
03/Jul/2022 00:11,,,,69,64.9,23.1,24.2,31.5,18.1,0.4,,23.6,301.8,,,9.8,1.3
03/Jul/2022 00:12,,,,69,64.8,23.1,24.2,31.5,18.1,0.4,,23.7,302.0,,,10.7,2.8
03/Jul/2022 00:13,,,,69,64.8,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,14.5,-0.7
03/Jul/2022 00:14,,,,69,64.6,23.1,24.2,31.5,18.1,0.4,,23.6,302.0,,,19.7,7.7
03/Jul/2022 00:15,,,,69,64.6,23.1,24.2,31.5,18.1,0.4,,23.6,302.0,,,12.9,-6.0
03/Jul/2022 00:16,,,,69,64.6,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,13.6,2.3
03/Jul/2022 00:17,,,,69,64.6,23.1,24.2,31.5,18.1,0.4,,23.6,302.0,,,19.1,-1.4
03/Jul/2022 00:18,,,,69,64.6,23.1,24.2,31.4,18.0,0.4,,23.6,301.9,,,10.0,-4.7
03/Jul/2022 00:19,,,,69,64.5,23.1,24.2,31.5,18.1,0.4,,23.6,302.0,,,11.3,5.0
03/Jul/2022 00:20,,,,69,64.3,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,16.9,-0.7
03/Jul/2022 00:21,,,,69,64.3,23.1,24.2,31.4,18.0,0.4,,23.6,301.8,,,14.5,-2.9
03/Jul/2022 00:22,,,,69,64.3,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,12.7,-0.7
03/Jul/2022 00:23,,,,69,64.3,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,12.5,0.3
03/Jul/2022 00:24,,,,69,64.2,23.1,24.2,31.4,18.0,0.4,,23.6,301.9,,,16.9,-2.3
03/Jul/2022 00:25,,,,69,64.1,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,7.6,5.3
03/Jul/2022 00:26,,,,69,64.1,23.1,24.2,31.4,18.0,0.4,,23.6,301.9,,,14.3,0.4
03/Jul/2022 00:27,,,,69,64.1,23.1,24.2,31.4,18.0,0.4,,23.6,301.9,,,14.3,-0.7
03/Jul/2022 00:28,,,,69,64.1,23.1,24.2,31.5,18.1,0.4,,23.6,301.9,,,11.8,0.6
03/Jul/2022 00:29,,,,69,64.1,23.1,24.2,31.4,18.0,0.4,,23.6,301.9,,,14.4,1.4
03/Jul/2022 00:30,,,,69,64.1,23.1,24.2,31.4,18.0,0.4,,23.6,301.9,,,14.1,-2.6
03/Jul/2022 00:31,,,,69,64.0,23.1,24.2,31.4,18.0,0.4,,23.6,301.9,,,7.7,3.5
03/Jul/2022 00:32,,,,69,64.0,23.1,24.2,31.5,18.1,0.4,,23.6,301.8,,,24.1,2.1
03/Jul/2022 00:33,,,,69,64.0,23.1,24.2,31.4,18.0,0.4,,23.6,301.8,,,19.1,-8.9
03/Jul/2022 00:34,,,,69,64.0,23.1,24.3,31.4,18.0,0.4,,23.6,301.8,,,-3.7,-3.6
03/Jul/2022 00:35,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.6,301.9,,,-1.0,-10.0
03/Jul/2022 00:36,,,,69,64.0,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,15.8,3.2
03/Jul/2022 00:37,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,24.1,-0.3
03/Jul/2022 00:38,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,13.8,1.8
03/Jul/2022 00:39,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.7,,,12.2,-8.3
03/Jul/2022 00:40,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.7,,,20.2,11.1
03/Jul/2022 00:41,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.7,,,9.0,-11.2
03/Jul/2022 00:42,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.6,301.7,,,-0.2,-11.2
03/Jul/2022 00:43,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,11.0,-2.6
03/Jul/2022 00:44,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,4.6,-9.7
03/Jul/2022 00:45,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.6,301.8,,,-2.6,-1.9
03/Jul/2022 00:46,,,,69,64.0,23.1,24.3,31.4,18.0,0.4,,23.6,301.8,,,0.0,2.8
03/Jul/2022 00:47,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,12.6,2.1
03/Jul/2022 00:48,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.9,,,19.3,4.3
03/Jul/2022 00:49,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,4.2,-3.1
03/Jul/2022 00:50,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,19.7,-2.4
03/Jul/2022 00:51,,,,69,63.9,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,10.2,1.7
03/Jul/2022 00:52,,,,69,63.8,23.1,24.3,31.4,18.0,0.4,,23.5,301.8,,,21.0,1.5
